ID:1039 BoundingBox:(1290.42,521.069) - 98.5388x200.22
ID:1041 BoundingBox:(1768.09,557.356) - 152.23x352.617
ID:1042 BoundingBox:(157.363,610.257) - 97.759x297.453
ID:1043 BoundingBox:(307.744,568.911) - 101.497x296.434
ID:1044 BoundingBox:(63.2983,641.424) - 87.4595x343.434
ID:1045 BoundingBox:(1894.04,487.695) - 49.91x222.562
ID:1046 BoundingBox:(1282.02,576.003) - 59.49x133.608
ID:1047 BoundingBox:(54.8835,456.037) - 109.767x381.325
ID:1039 BoundingBox:(1308.86,552.852) - 90.725x205.129
ID:1041 BoundingBox:(1784.17,563.638) - 174.897x376.538
ID:1042 BoundingBox:(141.889,609.566) - 104.342x321.519
ID:1043 BoundingBox:(303.818,590.53) - 101.209x260.675
ID:1044 BoundingBox:(63.957,672.509) - 101.131x380.434
ID:1045 BoundingBox:(1897.17,477.62) - 44.9282x204.609
ID:1047 BoundingBox:(51.6046,467.898) - 100.345x360.656
ID:1039 BoundingBox:(1318.55,563.341) - 87.1832x207.948
ID:1041 BoundingBox:(1793.95,555.038) - 177.595x367.276
ID:1042 BoundingBox:(142.026,620.579) - 103.775x305.713
ID:1043 BoundingBox:(310.073,583.719) - 102.255x266.547
ID:1044 BoundingBox:(56.9162,622.533) - 123.622x529.998
ID:1045 BoundingBox:(1897.11,474.528) - 43.8035x198.219
ID:1046 BoundingBox:(1277.09,568.726) - 58.1657x157
ID:1039 BoundingBox:(1331.62,574.263) - 84.3424x220.092
ID:1041 BoundingBox:(1783.37,551.079) - 167.545x344.27
ID:1042 BoundingBox:(144.756,620.927) - 105.767x303.254
ID:1043 BoundingBox:(310.144,579.456) - 107.628x284.3
ID:1044 BoundingBox:(54.6291,600.86) - 125.62x582.267
ID:1045 BoundingBox:(1895.94,473.696) - 44.8518x199.672
ID:1046 BoundingBox:(1290.39,572.415) - 62.9801x164.566
ID:1039 BoundingBox:(1329.69,572.802) - 87.067x225.891
ID:1041 BoundingBox:(1777.56,557.293) - 162.727x342.345
ID:1042 BoundingBox:(143.994,616.948) - 100.202x289.357
ID:1043 BoundingBox:(319.086,578.204) - 111.403x288.479
ID:1044 BoundingBox:(56.6115,585.364) - 129.005x634.516
ID:1045 BoundingBox:(1894.58,467.046) - 46.7064x203.358
ID:1039 BoundingBox:(1330.22,571.39) - 88.9004x229.37
ID:1041 BoundingBox:(1780.97,563.02) - 158.381x336.905
ID:1042 BoundingBox:(147.34,624.236) - 103.023x292.726
ID:1043 BoundingBox:(304.235,576.171) - 103.067x272.674
