ID:1008 BoundingBox:(372.744,257.986) - 80.6114x186.397
ID:1024 BoundingBox:(507.903,236.911) - 60.972x206.672
ID:1008 BoundingBox:(429.359,251.061) - 83.2372x189.024
ID:1024 BoundingBox:(530.582,240.567) - 63.5099x208.045
ID:1008 BoundingBox:(453.693,249.394) - 83.8302x190.959
ID:1024 BoundingBox:(535.879,230.909) - 66.9484x208.788
ID:1008 BoundingBox:(472.059,248.616) - 83.7903x197.237
ID:1024 BoundingBox:(546.431,237.226) - 62.5538x208.563
ID:1008 BoundingBox:(486.285,247.384) - 77.9499x201.357
ID:1024 BoundingBox:(559.642,236.611) - 72.8082x219.458
ID:1008 BoundingBox:(498.934,248.632) - 81.9691x198.186
ID:1024 BoundingBox:(570.513,244.52) - 69.6674x214.323
ID:1008 BoundingBox:(512.996,246.857) - 79.7643x202.766
ID:1024 BoundingBox:(583.023,242.653) - 67.8217x209.348
ID:1008 BoundingBox:(525.055,246.131) - 77.7716x198.417
ID:1024 BoundingBox:(591.029,239.922) - 64.4681x201.997
ID:1008 BoundingBox:(537.892,251.658) - 75.3853x198.306
ID:1024 BoundingBox:(605.232,239.541) - 60.5931x201.229
ID:1008 BoundingBox:(554.428,249.257) - 76.4103x198.831
ID:1024 BoundingBox:(614.313,235.708) - 61.2242x201.481
ID:1008 BoundingBox:(567.275,250.105) - 79.3217x196.078
ID:1024 BoundingBox:(630.448,241.867) - 60.4688x198.493
ID:1025 BoundingBox:(270.786,217.155) - 55.327x160.776
ID:1008 BoundingBox:(583.831,250.42) - 81.3558x198.324
ID:1024 BoundingBox:(644.374,245.965) - 61.1696x200.417
ID:1025 BoundingBox:(275.584,217.517) - 60.7946x164.981
ID:1026 BoundingBox:(526.141,160.168) - 34.921x48.726
ID:1008 BoundingBox:(602.334,254.015) - 89.8156x203.397
ID:1024 BoundingBox:(659.998,250.287) - 64.243x202.581
ID:1025 BoundingBox:(287.138,212.214) - 63.9117x164.154
ID:1026 BoundingBox:(520.963,162.689) - 35.5572x57.3414
ID:1008 BoundingBox:(615.502,256.306) - 87.7392x202.951
ID:1024 BoundingBox:(673.252,253.534) - 61.053x204.601
ID:1025 BoundingBox:(294.506,221.369) - 72.7978x176.829
ID:1026 BoundingBox:(511.522,166.386) - 35.0742x60.1447
ID:1008 BoundingBox:(632.386,254.696) - 85.7309x207.734
ID:1024 BoundingBox:(686.653,254.746) - 63.4947x207.9
ID:1025 BoundingBox:(308.635,217.513) - 73.1429x165.612
ID:1026 BoundingBox:(509.249,168.477) - 33.5368x59.2452
ID:1027 BoundingBox:(256.889,165.236) - 35.489x65.558
ID:1028 BoundingBox:(530.566,162.052) - 34.991x59.766
ID:1008 BoundingBox:(635.389,253.009) - 86.2108x207.671
ID:1024 BoundingBox:(696.236,254.389) - 66.4131x211.919
ID:1025 BoundingBox:(319.771,228.916) - 77.9653x179.38
ID:1027 BoundingBox:(265.413,173.356) - 37.0233x73.8506
ID:1028 BoundingBox:(520.324,162.788) - 35.9177x62.741
ID:1008 BoundingBox:(650.816,252.362) - 100.327x212.125
ID:1024 BoundingBox:(712.616,251.475) - 70.3994x212.25
ID:1025 BoundingBox:(334.643,227.405) - 84.247x201.685
ID:1027 BoundingBox:(277.386,208.366) - 59.8668x136.416
ID:1028 BoundingBox:(517.542,165.267) - 35.8877x67.7127
ID:1008 BoundingBox:(660.329,254.121) - 99.7686x214.734
ID:1024 BoundingBox:(727.61,255) - 71.1529x214.426
ID:1025 BoundingBox:(351.552,228.765) - 90.6326x211.998
ID:1026 BoundingBox:(508.221,168.035) - 36.3424x67.6729
ID:1027 BoundingBox:(293.033,192.853) - 56.3842x118.787
ID:1028 BoundingBox:(526.357,167.399) - 33.3651x66.9721
ID:1029 BoundingBox:(548.725,162.925) - 34.314x58.537
ID:1008 BoundingBox:(672.59,257.19) - 97.8934x214.296
ID:1024 BoundingBox:(737.047,252.175) - 71.5588x212.136
ID:1025 BoundingBox:(358.268,219.435) - 101.434x228.102
ID:1027 BoundingBox:(296.719,236.876) - 58.1295x136.672
ID:1029 BoundingBox:(534.567,166.358) - 35.4711x47.8184
